order_id,client,sum,date,return_id,reason,delivery_id,status
0660ea94-4090-4b5f-b536-c0230715cc0d,133,51,2023-04-19,,,25fc2c61-e35e-4339-bca8-5b7c5ed8531e,Запланирована
2c9eaef8-b282-48b0-b987-0d4895b6745d,101,80,2023-08-13,,,4fd6a56c-14d7-4f64-90a0-c9410afb1bc0,В процессе
dd74ae7e-ec54-4e60-a4c5-bbdf38f05485,480,62,2023-04-25,,,8a4177e7-aed4-4efa-8af7-a4892da16309,Запланирована
ba8f0517-52e3-48a3-82fb-31eed3db78ea,499,14,2023-03-14,,,f22d9276-eb84-4277-bf29-6201607f246c,Запланирована
6f8e5e6b-986e-4a4a-950c-a8fbb0945dc4,36,41,2023-07-21,f88e4330-b1b7-4bf8-a1fe-0294086441e8,Долгая доставка,9b3b0279-61b1-468f-9a94-a0312180fba1,Запланирована
47c091ff-6391-4631-b19c-56127488dc25,164,39,2023-10-29,,,5a741771-95ed-4622-8add-f96d779dda74,Выполнена
0dfd1be7-8082-4cc0-be19-776b9f26ef3f,288,73,2023-11-07,,,00d6a634-da8f-49a9-946c-5118d2794f4a,Выполнена
59ad9972-a695-42da-a764-6fb921340c8d,129,51,2023-01-07,,,18c68417-bbf6-4cda-b8e5-9a9a23084080,Выполнена
b95cb962-5a2f-4462-b659-3e0def42a385,374,59,2023-05-16,,,26ca2844-9206-4f67-98f4-73fe9310ac08,Выполнена
b81c173e-680b-4b8e-aa05-01ac3db2700b,430,91,2023-11-13,,,b3b4c8d2-85c2-4d8f-9b0f-d557389811e0,Запланирована
340a4768-cc15-4e83-a75e-319d01b8a073,160,36,2023-08-11,,,ba6bee64-84a3-48a3-8829-865d94492343,В процессе
3b30b17c-9f4f-468f-a377-492583378023,83,17,2023-04-22,,,d738276c-071b-489a-b903-1e54b4c77a12,Запланирована
d763d756-e744-4a7b-acdd-71ef38821aed,21,35,2023-11-24,,,18b270a8-bf01-4fae-ad4b-d734d453bcc0,В процессе
cd708543-d95f-4533-9106-9df4542812b1,125,49,2023-07-22,,,150d815f-b4ac-49c5-8254-8f8c9362b82d,В процессе
97c9b4cb-c97b-49ec-bad9-dbecb9da85a3,466,35,2023-02-02,,,6cf05a11-3bbf-4d28-b74e-db8eaff9a302,В процессе
f7e6f1b9-ee03-40ac-8b4c-fa1f8936c9c8,294,98,2023-02-24,,,0b87d6f0-78ea-4176-b204-20b94cd85ca7,Выполнена
11da14b9-f4c7-43b0-bc03-d91f5b4b5cc6,211,99,2023-10-29,,,55b784ac-bc00-4735-820c-9442579bd0de,Выполнена
6c6f1aa5-412c-4db8-8c62-150f9300cb69,2,89,2023-09-14,,,66d4a894-9937-4baf-9ae0-1aa945f47dd2,В процессе
9d72527b-02d7-4411-93c9-936e782f670e,249,78,2023-07-23,,,2637b3f0-dd40-4c61-a1be-20163c3d78d4,Выполнена
db5d6363-5a9d-457c-8a93-e656231fffa7,183,73,2023-09-26,,,0fb62d5f-12d0-4206-8e62-2ceb611a31db,Запланирована
feeb7965-d210-4446-b795-0b6ff1a6c943,327,85,2023-09-21,,,013d52d8-6c0d-430b-92f1-d9b5b6d11dfe,Запланирована
675e9c94-9d29-41bb-ab79-e5236a497899,45,22,2023-11-03,,,080e8985-a246-44b1-9209-02f7b5d3aee8,Запланирована
70203804-d999-46b5-9a1b-3fd1fe2929ed,285,52,2023-09-02,,,b0afaa83-089a-4772-b74a-7374a0a5f24b,В процессе
2d0d5bc0-4ac2-472a-aeaa-fa4bf2f68253,279,86,2023-11-06,,,82304479-b168-4dbd-8e6e-094f147e0cc7,Выполнена
ae32a733-82f5-44fc-be5b-39874437d803,428,78,2023-10-16,,,b697c455-dbe7-43a0-9d3c-d97db89072dc,В процессе
854675df-2729-4d83-82e2-73bf357a032b,369,70,2023-03-04,,,c12a9c91-d39d-4720-9028-bd1016d5ad30,Запланирована
1bc32d2a-03d8-4ba4-9141-6ed3231afbf5,247,97,2023-07-19,,,5be8e85d-e3d3-4a2a-b3e4-b515c18fb2bd,Выполнена
d8bae9c3-a2a2-403e-a7f1-4b75c04b8ad5,211,60,2023-10-17,,,5e8882ed-a197-4941-8042-b597c63dcdfd,В процессе
c4e47903-812f-4c39-835f-be113407c77e,239,38,2023-05-25,,,88da0728-bef6-4d3e-b298-71427ac4a817,В процессе
e4c7f940-83e4-4655-9bc5-c5631cdbcdb2,311,65,2023-12-25,,,03ad9631-e65f-482f-95c1-a79916472da2,Выполнена
229b4f26-708f-4ae7-9d8d-2bfd64c31dcb,415,62,2023-08-29,,,d4e72525-8415-466e-a131-f7d5879cead5,В процессе
8c51c44c-f0cd-41b2-8492-7c4b0a5a134c,223,61,2023-12-23,,,d9710824-2387-417b-9b17-13ac312f696e,Выполнена
2a7889e0-1ca5-4422-b7f1-169bc5e805e4,82,32,2023-04-15,,,c0b914d4-2487-4eee-b110-8caf43334057,Запланирована
ed3af04c-fce5-4f5d-8662-bfccd70dfca9,437,69,2023-10-20,,,0fc42e28-2db9-441e-867d-beaf38362d5c,Запланирована
55eb5236-8ffb-4120-bb6a-d821aaa98fd4,225,98,2023-01-24,,,ac691e32-82fc-4be7-a4be-22ba8b16c9ea,Запланирована
f13c8a57-835d-42f8-92eb-8b8a71aa2e1f,14,84,2023-01-30,,,79679398-6676-40f4-9ec8-2dfbeafe33bb,Запланирована
ab1310e6-a0e8-49ac-a75d-ceafac834198,372,95,2023-04-20,,,eaa0ba4e-83f2-47ed-9c7c-26922626fbf2,Запланирована
714331cc-9d73-4e3f-811f-332b0f55c06b,7,7,2023-08-15,,,ea7feca0-b2e5-4c6d-96e8-7148d1a05a03,В процессе
cfd3108b-4c4f-4798-9f42-3a9cd8675dea,218,22,2023-02-20,,,ca6f13d4-51a0-4570-853a-56c59d54060b,Запланирована
689e16d9-04bb-4268-87b1-41c399e16dc0,269,23,2023-03-28,,,ad339916-3203-4207-b7da-4eae8d298f0f,В процессе
746e9199-6fca-469b-b86b-6dac691c9614,124,20,2023-08-06,,,4bbcb37b-a192-43d3-be38-2e49d7e2b93c,Выполнена
93316d57-cb45-436e-b7bf-6189487a127c,209,84,2023-11-15,,,3f2b97b7-e47a-4e46-8883-3b2d885e2a7e,Запланирована
d6e3692a-c4ef-4c57-929b-e914665f1c46,32,75,2023-06-04,,,45aaedcb-51cb-46ef-aff2-8c57046a4939,В процессе
b8d87834-00cd-4de7-8165-f70152126961,147,59,2023-09-11,d8481230-4ae0-4a6e-ad6b-849e13c98252,Иная причина,e8108e29-b009-4a5e-bfa4-a692138d54cd,В процессе
0db7e266-360f-40dd-9895-751170974184,178,39,2023-04-28,,,63a50080-e0fb-429f-ba53-8428d599834b,В процессе
613a030b-1c63-420f-9291-be279b879fef,189,16,2023-08-07,,,5d0ac41a-12a7-40f3-ae62-8dd756cf31f1,В процессе
e8adf81c-7527-46b9-9ad8-dc2bb6c3fa1c,188,27,2023-05-06,,,f6719ef4-c813-40b5-bb62-c650c5beee0b,Выполнена
48c1bc7f-f3bd-4da8-9297-18bc255c6ba4,281,25,2023-09-15,,,f95b91b6-eee9-44c4-973c-e5126df6313b,Запланирована
e324a463-0b9b-4ce8-9674-660df88cbad0,488,89,2023-12-23,,,ba472121-79b3-4161-8427-6720e5ebf2fe,В процессе
9c1f9c99-86ed-4015-9400-aa702e5b023c,453,16,2023-12-27,,,91ab897d-d847-4160-af48-cba867aa284b,В процессе
c4d6e50f-2c4f-49cc-9513-569b52393719,332,94,2023-07-02,,,c4f40854-9209-4686-bd4b-325845342063,Запланирована
777283d3-704b-4ec6-b871-283813ba664d,279,78,2023-07-04,,,d3c8ff10-3d5e-46fd-89d5-2f4b85d832ec,В процессе
31303342-98f9-499c-b322-a0185d02024e,202,26,2023-08-04,,,b9408e2c-cd55-47de-a8f8-5f6430db3e65,В процессе
8be35616-e8b2-46ac-8fa8-5360c55600d0,100,97,2023-03-20,,,6f1fbb27-482c-4820-bd37-88e44f4212e4,В процессе
13659d55-2f0b-44b9-96dc-237f2c823875,251,41,2023-01-19,,,f5895d1a-b165-4549-84a5-d4ee2c5af778,Запланирована
a8d88793-dc67-4ac4-99ed-9b863c803176,55,84,2023-01-19,,,57ab5cf3-c762-48c4-b1c7-d922a79c788c,Выполнена
d72574da-f810-47f6-b046-7794a6e64cdc,259,17,2023-11-24,,,0f059bf5-da26-4284-82cc-cb6aed769322,Выполнена
08ae3fc9-9c4f-465d-8694-c17b7d20d847,308,38,2023-07-21,,,65550192-3648-4ddd-86a3-4c09344c64e7,Запланирована
6b4ce7a8-1437-4e41-be9b-f5ec77cc1c16,481,76,2023-09-14,,,b7bb31af-ef3e-4521-b4c4-be9d16030290,Запланирована
c3cc6cf8-cb48-4c4d-a7f6-a37a13aa914f,89,92,2023-11-18,,,dc75c4f0-2b4d-4a67-9787-f7713799728d,Запланирована
2dea99d2-6728-4dae-82b6-67995b6fee8b,21,12,2023-09-01,,,ef2e4694-729a-4d98-8328-c77f358c2847,Выполнена
d6dfaa98-219b-4674-8cb2-5d5a703c7993,147,33,2023-08-18,,,21ee560f-4e3b-49bf-95b6-d00fe8749b74,Запланирована
083bee2b-03ae-44a1-ae27-be0e687ddd12,31,74,2023-08-10,,,2b9727d5-b5ba-4cc1-b7b8-9fe9468ddb66,Запланирована
14743ba8-7deb-4a4f-8c27-c784772bed40,422,45,2023-07-14,,,198bf22f-2fe6-471f-8168-27e4d276ff2a,Запланирована
0208d3a5-b187-4006-9cf9-00ed76da791d,80,36,2023-11-10,,,ba50a782-ce16-4689-aa5f-e941c10f4ebf,Запланирована
e5469cfe-25ad-41b4-9bdc-eafa6af46e54,89,49,2023-08-22,,,b27bd698-05a0-4074-b9a5-810e6e9142d3,Выполнена
fd070b73-d48a-452c-8048-eb0a31c2700d,408,16,2023-05-23,,,aa8bd4be-a439-434c-bc90-bb734e0052ea,Выполнена
717d410a-d4ce-4ccc-9c4c-56b99759b4a6,163,96,2023-05-03,,,c416896b-c7a4-4beb-a779-374028b9f62e,Выполнена
d6de8a83-f98d-4c87-8336-edc26bae459a,43,12,2023-08-31,,,57958f6d-f393-415d-996b-89273002111d,Выполнена
d99adf5d-070b-40b9-807f-c00879c308a7,146,18,2023-11-09,,,ffb8ed94-f762-48a1-833e-c47e3167634f,Запланирована
b2217641-bf70-4602-a668-098b44b95e77,256,56,2023-02-12,,,70c66e59-02d1-48a7-86ca-2dff05945704,Выполнена
2e46a1ed-fd76-4fba-bdea-b41bb041b90c,451,99,2023-06-11,,,5e790afa-4bef-4e66-8b53-36e09cb7831c,В процессе
9e1d1579-c951-4f0b-973a-8ab053b02973,361,60,2023-11-11,,,054f8256-29b7-4ee4-b394-2cc97fd5ed4f,Выполнена
9d07a750-6815-422b-88e7-73ffea5615dc,372,38,2023-03-27,,,d3caceaf-4d69-4500-90b9-5c4897355b26,В процессе
04090df6-6fc7-462e-a45d-d96057210024,135,21,2023-07-27,,,e7bf3994-6c7d-4f86-9f29-679b05df64c3,Выполнена
4be87699-1aa9-4a6d-b1af-5ca60d8fe662,147,40,2023-05-03,,,cce55112-10c5-4fdb-b67c-becf4f3fd28e,В процессе
1bf7f140-f91e-4c05-b08f-fccec91853b3,20,58,2023-05-14,,,c09b6146-bd85-4ede-9d17-1f3e41588a6e,Выполнена
72e1c157-f5c0-41a7-8d99-c9f80caf8a57,152,15,2023-03-29,,,e48050b2-265c-4080-86b1-1a86ccc7271d,Запланирована
7f25b4fe-4c3b-40e6-ad2e-4fa8aedede5f,430,27,2023-06-07,,,11926090-df61-4cb3-a199-ef77620c35eb,Выполнена
b4e2f049-dd16-4cd7-9cb3-6ed800a7f707,345,90,2023-04-23,a902eee2-7870-4e16-b19f-cec968edfa39,Долгая доставка,e04eec0e-2562-45d1-935b-dfaf2dc73c95,В процессе
b1ae14ee-c90c-4146-b3ca-0aa4b6609b25,33,16,2023-04-26,80579c88-33f5-4477-a0bb-756d2b1c5128,Долгая доставка,913cb170-734f-483b-8b98-55a99c380e45,Выполнена
fbc2d232-bb43-4ca1-a7b1-154222ccc0e1,164,55,2023-10-03,,,7dab9013-ff41-4a92-8d5c-fc1b75c16bbd,В процессе
7cedf1c1-6c5c-4299-af79-3b3ea52899cc,440,76,2023-09-19,,,090c649f-ca1c-4d05-8357-524160fbf8c0,Запланирована
db7e2af4-6f62-4010-942c-c81a02a9f81d,113,47,2023-08-01,,,8b5cacb4-9eb1-486d-95cd-4022c3f74b72,Запланирована
8c865c12-a628-4b74-992a-fc722fb6cc0d,173,75,2023-08-12,,,b2d69fb2-0482-409d-b218-d53464ff0860,Выполнена
a61c329d-962b-4023-86d9-ac16479c67c8,185,23,2023-11-11,,,b7d5366f-4faf-4264-a827-d07b1eedf514,Запланирована
89f18739-9f2c-4510-92f4-eb9f2b5512da,349,16,2023-12-14,,,a1c08a19-c450-42ca-a7a3-34b9dd4234ed,В процессе
4f3aa0d5-0273-43a0-aca4-7d9f3c3cf784,439,42,2023-04-24,,,9e5b348a-e1c1-4a4c-96de-ba518fcd16df,В процессе
a2648eeb-781d-4085-ac79-a575b4557250,345,71,2023-08-08,,,17013450-f51f-4b88-a615-fdadf9848f03,В процессе
c5b4da95-24b0-4a90-a9d0-bd6525d2b416,1,65,2023-07-26,,,5b24f885-32f8-4123-b39f-2b554c0eb9fa,Выполнена
1e928dd9-8e52-496a-9b31-f741a186d588,156,54,2023-06-24,,,d4ede941-a2d0-4f10-b382-057d460ec362,Запланирована
6576290a-17c8-4b3e-b1bc-9f14a6f508f2,282,19,2023-03-11,,,a21356b3-8eb3-4146-963a-3923d24ac72e,В процессе
e3f9416f-15d7-432d-be2c-d73e0e004f22,356,67,2023-07-04,,,7b817356-b68f-403e-800a-9a69d03af40f,В процессе
e9a6f3f4-c05c-4488-9da5-f4500fb09f27,326,11,2023-05-31,,,b1f60190-289c-4a80-91ec-d66a13b39325,В процессе
33994507-b84b-46b2-8b5a-26ba0a9781cf,54,75,2023-04-18,,,71f0fe6d-6396-4afd-b15d-7b27cf22e9e8,Запланирована
a216d329-74da-493a-89b5-9db2413fb0ba,487,33,2023-08-21,,,e8b339cc-24c3-41a6-942d-29a283ddf662,Выполнена
eebcdd69-16ef-4e7f-b5f2-555f1a5f8313,101,79,2023-03-16,,,4a431480-3446-4cd6-b46e-235faeebd83a,В процессе
6dbedb37-d6fd-4b0d-a752-9307e00c9f78,403,70,2023-01-06,,,f93851cb-43bd-4587-bf23-7990edcac7be,Запланирована
ecc83b4a-e58f-4116-9a41-da5aab205593,94,64,2023-09-21,,,bee19190-d585-4467-ba19-46e5036ddc4f,Запланирована
9aa6f63a-364d-4475-95ba-150cebc04534,180,22,2023-03-21,,,c3ee7c78-16d1-4486-828f-fed62a91f4d9,Выполнена
9cdd724f-44de-4fa4-9f71-511c9060a79e,311,100,2023-04-14,,,ec2300b1-7d84-4725-8046-9b2246c8a252,Выполнена
19f60f1d-f54a-4c6c-ba92-ef5adafd290a,86,54,2023-11-04,,,eb0da003-b7ba-4cc7-a5bf-333ef21ae448,Выполнена
5f071b6d-0288-45cf-a4e2-042555a88550,372,88,2023-06-17,,,b4534630-f93c-4253-a107-1fae717fc2f6,Выполнена
ecce90f5-cd42-4ec7-98e0-9a61fbd75a63,73,27,2023-01-04,fe1a8873-208e-4184-b0e3-e277e6ffe5d4,Иная причина,a6cb4a6b-2588-4ee9-a257-51670e6ad261,Запланирована
923aa26a-977a-41a4-98d7-f8d0fcd3c2fb,161,29,2023-08-01,,,0b5a2c42-8546-4c98-b63e-fa57a41c1956,Выполнена
bbcc69d3-0b4c-4072-b857-72726a53d6a6,271,79,2023-08-29,,,b5f22e6a-2d18-4f08-ae90-77258edc9982,Выполнена
a461f158-d650-4ec4-8d06-71d728b46525,430,35,2023-01-02,,,6b7953e2-371f-4007-ac5e-3f4dfb665be8,Выполнена
dcdb7e9b-a379-46e4-959b-15671147296a,211,46,2023-04-13,,,fa8dfdb5-fea6-40cf-920c-a6b6ba341c82,Выполнена
a5145988-ea61-459a-bd33-ed9a8337b6bd,219,19,2023-01-29,,,84cf39ff-fff1-4430-b3d2-e0bddb1ba3bb,Запланирована
b2ae8290-79f2-4712-b6f3-a8d66355ac01,82,25,2023-03-26,,,6511ca16-de6d-4048-aa20-65871291d732,Выполнена
b7bf6633-8324-44d0-9481-ca584eb92890,335,99,2023-06-12,,,e620bd18-0093-498f-844b-ad1f8dcc7af5,В процессе
50bab2f1-97c4-4845-a768-248da408a491,442,72,2023-09-19,,,372fec66-8fa1-4414-be3b-7eedbc0a4df5,Выполнена
01ae1574-ed13-432e-9559-6a8fc5579e26,406,5,2023-04-14,,,e1ab4b74-01bd-45f8-907a-be6bc4a3d650,Выполнена
894f4dac-7e06-46bb-8208-8992fcc1deec,130,68,2023-03-23,,,4d314146-dca0-4458-bce5-cb100b1610cc,В процессе
fefb8b6c-0fed-4af0-b37a-2c6e5dc58000,431,58,2023-06-03,,,f63a34b3-a993-428d-9204-66c0eba0817d,Запланирована
7b8897fc-fee7-48cd-a0df-b278786056a4,60,10,2023-10-26,,,ce7eba73-b553-48d9-89f2-2d4b98700cdb,Запланирована
8d25bc19-ffa3-4766-9a11-b50193d1672d,438,97,2023-07-26,,,8c6370db-5177-4310-a240-e4138282c4c2,В процессе
8e1867fe-9a06-4cfa-8630-ee55be6e7cd0,322,54,2023-03-13,,,5f09dc32-347d-48ff-a9fa-19d5d0d93d81,Выполнена
d9e7101c-257b-4acd-81a4-9ba609c23b10,392,97,2023-06-20,,,524c0375-dd27-4f06-b730-a710eafda336,Запланирована
f8949a84-82e6-4abd-94fa-054dc3c2c464,473,59,2023-12-29,,,e623db6b-d957-4e86-83a7-4e90d69058e8,Выполнена
1071f60c-c737-41a9-9b55-c99b3c4cfd54,464,14,2023-05-01,,,663f1825-6db9-4282-8c07-8061f96a8792,Запланирована
25cac483-95f9-4e09-b9e5-147ed5ef4cda,489,92,2023-02-04,,,52cd87f7-6e18-4cfa-874c-189f11bf576a,Запланирована
d88a7b59-10d6-4d88-ae68-f603d3840d47,404,46,2023-07-02,,,6fc742c7-a2b8-4c50-883c-1d5ed6340bcb,Выполнена
960bb1cc-d337-4af2-8731-9d4ddd1db01f,450,65,2023-01-27,,,a3c568bb-4457-4b5c-adfd-219a9549eb02,В процессе
3ca0cb1a-d6d9-4fa2-bb1c-ee1dfe143cd2,54,26,2023-12-07,,,9a47de67-1757-4073-b173-12e7f5fbc9e9,Выполнена
16ada40c-06e3-4a20-810a-39a181306f32,109,43,2023-09-29,,,f9d79084-aedf-4aaa-8d88-53df343cb3db,Запланирована
d5089550-abf8-4657-bf0d-a62df1a2d69b,360,84,2023-09-26,,,d49b41ee-69bb-42c1-9fbc-5d9d160f9090,Запланирована
3e2a97b6-817d-4ba8-b794-8a5128844f3e,27,44,2023-05-04,,,d578efd3-2dde-4006-a68a-83b6014fa8e2,Запланирована
38b7c0fc-3e81-417c-8c98-f0d5b0f245c7,458,42,2023-08-19,,,ebb7c329-fa25-4b04-b545-148fd3335e74,Запланирована
f59aa242-f8fa-43ad-a278-8db8b699d038,312,88,2023-01-04,,,c19b620d-46fb-4f0b-8391-2d71bcf9f68f,В процессе
b4e8b990-feac-43ee-aa07-c5bed3803d9d,408,70,2023-01-13,,,f936f325-07fd-4384-a18f-d934c58cd580,В процессе
0c491041-6f2f-4358-b28d-bc289015a9ca,491,38,2023-08-01,,,44ef7185-155e-4475-adcc-fc22718611a1,В процессе
dd10adce-8cc4-4cf8-b6fa-25bf763fb2db,77,64,2023-08-11,,,6f1822d1-1ca0-41dd-94b9-9c66ab222aff,Запланирована
cbdc7558-e51b-4558-8b9f-8942e04a81b9,361,90,2023-07-14,,,6fac5832-d9bd-4e2d-bab4-abb7efd7d5d6,В процессе
075a0fb8-7b41-4142-8784-e53a5f92a033,135,36,2023-03-22,,,a980b523-9afe-4ead-910d-a1349645a13e,Запланирована
e42260b8-9c91-43a3-a31e-0cefde59bd71,123,57,2023-02-08,,,c188e487-6e34-488f-90ea-621e9d0156f3,Выполнена
fce1191e-c383-4fb2-8c34-3b044b3e2d24,437,86,2023-10-26,,,885e19d2-647d-42fa-b818-08a60e8e9ef0,Запланирована
49d92c26-6933-43e2-ba7b-48ebad9f8b7e,419,78,2023-04-07,,,c4590288-9592-463c-a517-b00b72ad95fd,Запланирована
c5969a1b-1f35-4100-ac01-9acd4a710e65,254,12,2023-11-30,,,ac94a253-01d8-4ec4-9428-2588b8168274,Запланирована
115f09c4-6eb3-4ee3-88e3-f96ae2c38a97,87,47,2023-01-08,,,66e1cc12-fcb6-4fb6-8308-150b0dd4ea90,Выполнена
de6baacf-08d4-48a8-9061-50a8dcc1abf9,17,61,2023-08-26,,,29cab6ad-e8e7-43d0-a39c-ba90d1ad5767,В процессе
4a5b37ac-c445-46ea-b1bd-892633c5f66a,69,83,2023-07-23,5c52324a-7f18-42d3-8545-b7b78f55a2e5,Брак,9a3f8d34-c44d-42c6-8804-413856785969,Запланирована
178a5d40-9cd2-4057-8603-90190c86d399,369,55,2023-07-28,,,d6645402-1250-4100-815a-79d3a86bbbb5,В процессе
f4891811-12a5-4187-94f9-0bdb099baf20,256,73,2023-10-11,ad57ae2e-d8f9-4eee-9b85-968231bf6bcf,Брак,b17d0b28-2994-46a3-913a-6d12a1b26aa0,Запланирована
2e847892-20b8-49f9-bfd5-b535c194c609,341,46,2023-08-22,,,3478972b-a10b-4a60-a5b8-d55f89c68d87,Выполнена
a3e4ecdf-4370-4026-938d-1d651876e0fc,267,34,2023-04-07,,,084dc7c8-0760-4518-a4eb-6ce1a81acbe7,В процессе
e64af5a9-e1a2-41ef-8f75-4019aaf7258a,365,98,2023-09-17,,,d950fd5c-6350-428b-ae26-28bd0818cf3c,Выполнена
1914832f-7d59-459f-966a-4d7450f67f82,268,88,2023-09-01,,,c2a0a46d-b352-43bc-9bdd-4ce510913b0c,Запланирована
9f99bd5e-4e2c-4810-ac67-beb79954ac41,7,73,2023-01-15,,,f6e61c88-4dc3-439e-94b3-4483c71e4de8,Запланирована
43be3498-98b4-434e-b4f0-c98851f0d083,28,68,2023-10-04,,,7603e6a9-a36a-4ae5-b27b-547dece522be,В процессе
59108b1f-dca2-4f2f-b847-0ce875c0a695,86,48,2023-12-24,,,6b78d21a-ea1c-43b1-b6ec-31415f9f389b,Выполнена
68263f73-1c6e-45b0-abbf-033f8501083f,228,6,2023-03-02,,,03310b8c-1b24-4b95-9f45-3fe94cb7243d,Выполнена
4c04c34c-7b45-4801-9c82-3137f06dd560,444,98,2023-06-15,,,e125625f-13c4-488e-8ec1-9b71d62c6bac,Выполнена
97c86bf8-8c0a-4469-90f3-cf0127e3a02f,200,93,2023-12-18,,,a6452674-91d8-450e-ac13-91e905df024c,Выполнена
df0bad94-f2e8-4eb0-8ba6-d3b8e48a2978,43,58,2023-05-17,,,8a8a3018-d90b-4782-b842-fafca723b9b0,В процессе
02356959-6c5f-4302-9adf-fdc93ade864c,137,52,2023-02-03,,,bbf91066-7437-49e9-ad8d-990353db9612,В процессе
0c584f4a-2e34-470e-80de-0c9d078a0908,285,41,2023-12-12,2aa73a69-791c-4178-81fd-cdfe1143a772,Нашли дешевле,8205e4e8-8ae1-4ea2-a308-5bd8747aba75,Выполнена
b8337aea-13f2-47ec-b9fb-44d487ffbddd,312,77,2023-11-02,,,4d128ada-4084-429b-9ca4-2daef15e77e6,Запланирована
79797b99-9da9-4109-ba46-6c1a0fe20ab5,404,76,2023-02-17,,,e0f02e2e-c175-40ac-9f67-a4e790546504,Выполнена
4fc489b0-df0e-4a27-9389-0aa7b4585325,412,94,2023-06-10,,,cb290cc8-97dd-49ab-995e-10411fb837b9,В процессе
9d41b6ab-0935-4e44-a306-a23763fe4f1f,146,57,2023-03-25,,,4af9363b-6524-4e19-9044-f0461b85bcdf,Запланирована
